Date,month_year,station_number,snow_depth,snow
2007-03-01,2007-03,726227,5.099999904632568,True
2007-03-02,2007-03,726227,3.5,True
2007-03-03,2007-03,726227,2.4000000953674316,True
2007-03-04,2007-03,726227,0.800000011920929,True
2007-03-05,2007-03,726227,0.800000011920929,True
