Date,month_year,station_number,snow_depth,snow
2008-01-13,2008-01,725755,11.800000190734863,True
2008-01-15,2008-01,725755,11.0,True
2008-01-16,2008-01,725755,11.0,False
2008-01-17,2008-01,725755,9.100000381469727,False
2008-01-18,2008-01,725755,2.0,False
2008-01-21,2008-01,725755,40.20000076293945,True
2008-01-23,2008-01,725755,16.100000381469727,False
2008-01-24,2008-01,725755,11.800000190734863,True
2008-01-25,2008-01,725755,11.800000190734863,False
2008-01-26,2008-01,725755,11.0,True
2008-01-28,2008-01,725755,9.100000381469727,True
2008-01-29,2008-01,725755,9.100000381469727,False
2008-01-30,2008-01,725755,15.0,True
2008-01-31,2008-01,725755,15.0,False
2008-02-01,2008-02,725755,14.199999809265137,True
2008-02-03,2008-02,725755,20.899999618530273,True
2008-02-04,2008-02,725755,2.0,True
2008-02-05,2008-02,725755,22.0,False
2008-02-07,2008-02,725755,15.0,True
2008-02-08,2008-02,725755,14.199999809265137,False
2008-02-14,2008-02,725755,14.199999809265137,True
2008-02-15,2008-02,725755,13.0,False
2008-02-21,2008-02,725755,9.800000190734863,True
2008-02-22,2008-02,725755,9.800000190734863,False
2008-02-23,2008-02,725755,9.100000381469727,True
2008-02-26,2008-02,725755,9.100000381469727,True
2008-02-27,2008-02,725755,9.100000381469727,False
2008-02-28,2008-02,725755,9.100000381469727,False
2008-02-29,2008-02,725755,9.100000381469727,False
2008-03-02,2008-03,725755,9.100000381469727,True
2008-03-04,2008-03,725755,7.099999904632568,False
2008-03-05,2008-03,725755,7.099999904632568,False
2008-03-06,2008-03,725755,5.900000095367432,False
2008-03-07,2008-03,725755,5.900000095367432,False
2008-10-12,2008-10,725755,5.099999904632568,True
2008-11-04,2008-11,725755,1.2000000476837158,True
2008-12-08,2008-12,725755,2.0,True
2008-12-13,2008-12,725755,2.0,True
2008-12-14,2008-12,725755,5.900000095367432,True
2008-12-16,2008-12,725755,3.9000000953674316,True
2008-12-17,2008-12,725755,3.9000000953674316,False
2008-12-18,2008-12,725755,3.9000000953674316,True
2008-12-19,2008-12,725755,3.9000000953674316,True
2008-12-20,2008-12,725755,5.099999904632568,True
2008-12-22,2008-12,725755,7.900000095367432,True
2008-12-23,2008-12,725755,3.0999999046325684,True
2008-12-25,2008-12,725755,9.800000190734863,True
2008-12-26,2008-12,725755,9.800000190734863,True
2009-01-06,2009-01,725755,7.900000095367432,True
2009-01-07,2009-01,725755,7.900000095367432,True
2009-01-08,2009-01,725755,9.100000381469727,False
2009-01-09,2009-01,725755,7.900000095367432,True
2009-01-12,2009-01,725755,7.099999904632568,False
2009-01-13,2009-01,725755,7.099999904632568,False
2009-01-14,2009-01,725755,5.900000095367432,False
2009-01-16,2009-01,725755,3.9000000953674316,False
2009-01-21,2009-01,725755,3.0999999046325684,False
2009-01-22,2009-01,725755,3.0999999046325684,True
2009-01-23,2009-01,725755,3.0999999046325684,True
2009-01-24,2009-01,725755,2.0,True
2009-01-25,2009-01,725755,2.0,True
2009-01-26,2009-01,725755,13.0,True
2009-01-27,2009-01,725755,7.900000095367432,False
2009-01-28,2009-01,725755,5.900000095367432,False
2009-01-29,2009-01,725755,5.099999904632568,False
2009-01-30,2009-01,725755,3.9000000953674316,False
2009-02-02,2009-02,725755,3.0999999046325684,False
2009-02-03,2009-02,725755,3.0999999046325684,True
2009-02-04,2009-02,725755,3.0999999046325684,True
2009-02-05,2009-02,725755,2.0,False
2009-02-09,2009-02,725755,9.100000381469727,True
2009-02-10,2009-02,725755,11.0,False
2009-02-11,2009-02,725755,11.0,True
2009-02-12,2009-02,725755,11.800000190734863,False
2009-02-13,2009-02,725755,9.800000190734863,False
2009-02-14,2009-02,725755,3.0999999046325684,True
2009-02-17,2009-02,725755,14.199999809265137,True
2009-02-18,2009-02,725755,18.899999618530273,False
2009-02-19,2009-02,725755,16.899999618530273,False
2009-02-20,2009-02,725755,16.100000381469727,False
2009-02-23,2009-02,725755,11.0,False
2009-02-24,2009-02,725755,9.100000381469727,False
2009-02-25,2009-02,725755,7.900000095367432,False
2009-02-27,2009-02,725755,2.0,False
2009-03-09,2009-03,725755,1.2000000476837158,True
2009-03-10,2009-03,725755,3.0999999046325684,True
2009-03-11,2009-03,725755,2.0,False
2009-03-12,2009-03,725755,1.2000000476837158,False
2009-03-26,2009-03,725755,2.0,True
2009-03-29,2009-03,725755,3.9000000953674316,True
2009-03-30,2009-03,725755,5.099999904632568,True
2009-03-31,2009-03,725755,2.0,False
2009-11-23,2009-11,725755,2.0,True
